device,os,os_version,browser,browser_version,url,result,reasoning,public_url,page_source,timestamp
,Windows,11,chrome,130.0,hxxps://allegrolokalnie.pl-prywatna-oferta-id43232.buzz/Ke-n-DPwPGIQFPdH2WO_Btz4kWqmqTZrLt6lRG5_A6zbftX-sfLzlP3lP7eLBw4nN6eiUjPtY6YxVbTxzewOyw==,-1,Cloudflare SSL Handshake (1): SSL handshake failed,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/b8f7cb35a7e5e0d69bb778d4fedd2be326d0ec73?auth_token=346694afc7f9b95a60244017e8172fb233c848ce3af48e7597dab9784923a4d7,,2024-11-19 20:22:42:537
,Windows,11,chrome,130.0,hxxps://bybit--llogin.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/b8f7cb35a7e5e0d69bb778d4fedd2be326d0ec73?auth_token=346694afc7f9b95a60244017e8172fb233c848ce3af48e7597dab9784923a4d7,,2024-11-19 20:22:44:278
,Windows,11,chrome,130.0,hxxps://homemetamaskextorgc.webflow.io/,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/b8f7cb35a7e5e0d69bb778d4fedd2be326d0ec73?auth_token=346694afc7f9b95a60244017e8172fb233c848ce3af48e7597dab9784923a4d7,,2024-11-19 20:22:46:67
,Windows,11,chrome,130.0,hxxps://io-ddesktop-ledggerliv.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/b8f7cb35a7e5e0d69bb778d4fedd2be326d0ec73?auth_token=346694afc7f9b95a60244017e8172fb233c848ce3af48e7597dab9784923a4d7,,2024-11-19 20:22:47:786
,Windows,11,chrome,130.0,hxxps://layout-metamask-ext.webflow.io/,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/b8f7cb35a7e5e0d69bb778d4fedd2be326d0ec73?auth_token=346694afc7f9b95a60244017e8172fb233c848ce3af48e7597dab9784923a4d7,,2024-11-19 20:22:49:452
,Windows,11,edge,122.0,hxxps://docs.google.com/presentation/d/e/2PACX-1vQsd6Xnh_IU_K57GHcIHF6gIi30qS96eX5m1iVLkinx2W_kdOOKlhUprxHXDLv-x2S8jbyAGgyQX2d0/pub?start=false&amp;loop=false&amp;delayms=3000,0,Page allowed; not blocked,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/e0b372b210754f89fa8857053c35f12cbc1928ae?auth_token=801f9ebb38f01e08c19076c57655f9026aabca8aef6bdb14373711753d9d356f,,2024-11-19 20:21:9:752
,Windows,11,edge,122.0,hxxps://login-wise.aonenutrition.com/profile/en/,1,Microsoft Edge (1): This site has been reported as unsafe,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/e0b372b210754f89fa8857053c35f12cbc1928ae?auth_token=801f9ebb38f01e08c19076c57655f9026aabca8aef6bdb14373711753d9d356f,,2024-11-19 20:21:16:284
,Windows,11,edge,122.0,hxxps://shop.naturacenter.es/wise,1,Microsoft Edge (1): This site has been reported as unsafe,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/e0b372b210754f89fa8857053c35f12cbc1928ae?auth_token=801f9ebb38f01e08c19076c57655f9026aabca8aef6bdb14373711753d9d356f,,2024-11-19 20:21:18:982
,Windows,11,edge,122.0,hxxps://oolx.29415065.xyz/bye5n56j/VQgywL/8,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/e0b372b210754f89fa8857053c35f12cbc1928ae?auth_token=801f9ebb38f01e08c19076c57655f9026aabca8aef6bdb14373711753d9d356f,,2024-11-19 20:21:20:142
,Windows,11,edge,122.0,hxxps://accountid20242.wpenginepowered.com/user/login/,1,Microsoft Edge (1): This site has been reported as unsafe,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/e0b372b210754f89fa8857053c35f12cbc1928ae?auth_token=801f9ebb38f01e08c19076c57655f9026aabca8aef6bdb14373711753d9d356f,,2024-11-19 20:21:22:149
,Windows,11,edge,122.0,hxxps://allegrolokalnie.pl-prywatna-oferta-id43232.buzz/Ke-n-DPwPGIQFPdH2WO_Btz4kWqmqTZrLt6lRG5_A6zbftX-sfLzlP3lP7eLBw4nN6eiUjPtY6YxVbTxzewOyw==,-1,Cloudflare SSL Handshake (1): SSL handshake failed,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/e0b372b210754f89fa8857053c35f12cbc1928ae?auth_token=801f9ebb38f01e08c19076c57655f9026aabca8aef6bdb14373711753d9d356f,,2024-11-19 20:21:23:195
,Windows,11,edge,122.0,hxxps://bybit--llogin.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/e0b372b210754f89fa8857053c35f12cbc1928ae?auth_token=801f9ebb38f01e08c19076c57655f9026aabca8aef6bdb14373711753d9d356f,,2024-11-19 20:21:24:621
,Windows,11,edge,122.0,hxxps://homemetamaskextorgc.webflow.io/,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/e0b372b210754f89fa8857053c35f12cbc1928ae?auth_token=801f9ebb38f01e08c19076c57655f9026aabca8aef6bdb14373711753d9d356f,,2024-11-19 20:21:25:551
,Windows,11,edge,122.0,hxxps://io-ddesktop-ledggerliv.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/e0b372b210754f89fa8857053c35f12cbc1928ae?auth_token=801f9ebb38f01e08c19076c57655f9026aabca8aef6bdb14373711753d9d356f,,2024-11-19 20:21:26:679
,Windows,11,edge,122.0,hxxps://layout-metamask-ext.webflow.io/,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/e0b372b210754f89fa8857053c35f12cbc1928ae?auth_token=801f9ebb38f01e08c19076c57655f9026aabca8aef6bdb14373711753d9d356f,,2024-11-19 20:21:27:849
,Windows,11,edge,118.0,hxxps://docs.google.com/presentation/d/e/2PACX-1vQsd6Xnh_IU_K57GHcIHF6gIi30qS96eX5m1iVLkinx2W_kdOOKlhUprxHXDLv-x2S8jbyAGgyQX2d0/pub?start=false&amp;loop=false&amp;delayms=3000,0,Page allowed; not blocked,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/f5974c1bd277bc938257612eb85c646c4776927e?auth_token=ac7be22b459031d1aba024341e61b1f89436cf2177c9acb95dcb15bc4b8d04f5,,2024-11-19 20:21:42:902
,Windows,11,edge,118.0,hxxps://login-wise.aonenutrition.com/profile/en/,1,Microsoft Edge (1): This site has been reported as unsafe,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/f5974c1bd277bc938257612eb85c646c4776927e?auth_token=ac7be22b459031d1aba024341e61b1f89436cf2177c9acb95dcb15bc4b8d04f5,,2024-11-19 20:21:48:707
,Windows,11,edge,118.0,hxxps://shop.naturacenter.es/wise,1,Microsoft Edge (1): This site has been reported as unsafe,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/f5974c1bd277bc938257612eb85c646c4776927e?auth_token=ac7be22b459031d1aba024341e61b1f89436cf2177c9acb95dcb15bc4b8d04f5,,2024-11-19 20:21:53:163
,Windows,11,edge,118.0,hxxps://oolx.29415065.xyz/bye5n56j/VQgywL/8,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/f5974c1bd277bc938257612eb85c646c4776927e?auth_token=ac7be22b459031d1aba024341e61b1f89436cf2177c9acb95dcb15bc4b8d04f5,,2024-11-19 20:21:54:297
,Windows,11,edge,118.0,hxxps://accountid20242.wpenginepowered.com/user/login/,1,Microsoft Edge (1): This site has been reported as unsafe,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/f5974c1bd277bc938257612eb85c646c4776927e?auth_token=ac7be22b459031d1aba024341e61b1f89436cf2177c9acb95dcb15bc4b8d04f5,,2024-11-19 20:21:56:695
,Windows,11,edge,118.0,hxxps://allegrolokalnie.pl-prywatna-oferta-id43232.buzz/Ke-n-DPwPGIQFPdH2WO_Btz4kWqmqTZrLt6lRG5_A6zbftX-sfLzlP3lP7eLBw4nN6eiUjPtY6YxVbTxzewOyw==,-1,Cloudflare SSL Handshake (1): SSL handshake failed,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/f5974c1bd277bc938257612eb85c646c4776927e?auth_token=ac7be22b459031d1aba024341e61b1f89436cf2177c9acb95dcb15bc4b8d04f5,,2024-11-19 20:21:57:915
,Windows,11,edge,118.0,hxxps://bybit--llogin.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/f5974c1bd277bc938257612eb85c646c4776927e?auth_token=ac7be22b459031d1aba024341e61b1f89436cf2177c9acb95dcb15bc4b8d04f5,,2024-11-19 20:22:5:620
,Windows,11,edge,118.0,hxxps://homemetamaskextorgc.webflow.io/,-1,Cisco Umbrella Blocked: This site is blocked due to a phishing threat.,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/f5974c1bd277bc938257612eb85c646c4776927e?auth_token=ac7be22b459031d1aba024341e61b1f89436cf2177c9acb95dcb15bc4b8d04f5,,2024-11-19 20:22:7:689
,Windows,11,edge,118.0,hxxps://io-ddesktop-ledggerliv.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/f5974c1bd277bc938257612eb85c646c4776927e?auth_token=ac7be22b459031d1aba024341e61b1f89436cf2177c9acb95dcb15bc4b8d04f5,,2024-11-19 20:22:9:188
,Windows,11,edge,118.0,hxxps://layout-metamask-ext.webflow.io/,-1,Cisco Umbrella Blocked: This site is blocked due to a phishing threat.,https://automate.browserstack.com/builds/6093c1aad9d979dca420e411aded25ac21e36921/sessions/f5974c1bd277bc938257612eb85c646c4776927e?auth_token=ac7be22b459031d1aba024341e61b1f89436cf2177c9acb95dcb15bc4b8d04f5,,2024-11-19 20:22:10:659
,Windows,11,firefox,110.0,hxxps://docs.google.com/presentation/d/e/2PACX-1vQsd6Xnh_IU_K57GHcIHF6gIi30qS96eX5m1iVLkinx2W_kdOOKlhUprxHXDLv-x2S8jbyAGgyQX2d0/pub?start=false&amp;loop=false&amp;delayms=3000,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/164f6990a4914cb676da05c0ffc0fb5239bc8cca?auth_token=c489b76f9b9014c641d2be9703f7a6ee6fb810e6304a1a8052ec78c680ca9587,,2024-11-19 20:26:25:29
,Windows,11,firefox,110.0,hxxps://login-wise.aonenutrition.com/profile/en/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/164f6990a4914cb676da05c0ffc0fb5239bc8cca?auth_token=c489b76f9b9014c641d2be9703f7a6ee6fb810e6304a1a8052ec78c680ca9587,,2024-11-19 20:26:28:674
,Windows,11,firefox,110.0,hxxps://shop.naturacenter.es/wise,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/164f6990a4914cb676da05c0ffc0fb5239bc8cca?auth_token=c489b76f9b9014c641d2be9703f7a6ee6fb810e6304a1a8052ec78c680ca9587,,2024-11-19 20:26:35:96
,Windows,11,firefox,110.0,hxxps://oolx.29415065.xyz/bye5n56j/VQgywL/8,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/164f6990a4914cb676da05c0ffc0fb5239bc8cca?auth_token=c489b76f9b9014c641d2be9703f7a6ee6fb810e6304a1a8052ec78c680ca9587,,2024-11-19 20:26:37:567
,Windows,11,firefox,110.0,hxxps://accountid20242.wpenginepowered.com/user/login/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/164f6990a4914cb676da05c0ffc0fb5239bc8cca?auth_token=c489b76f9b9014c641d2be9703f7a6ee6fb810e6304a1a8052ec78c680ca9587,,2024-11-19 20:26:39:549
,Windows,11,firefox,110.0,hxxps://allegrolokalnie.pl-prywatna-oferta-id43232.buzz/Ke-n-DPwPGIQFPdH2WO_Btz4kWqmqTZrLt6lRG5_A6zbftX-sfLzlP3lP7eLBw4nN6eiUjPtY6YxVbTxzewOyw==,-1,Cloudflare SSL Handshake (1): SSL handshake failed,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/164f6990a4914cb676da05c0ffc0fb5239bc8cca?auth_token=c489b76f9b9014c641d2be9703f7a6ee6fb810e6304a1a8052ec78c680ca9587,,2024-11-19 20:26:41:284
,Windows,11,firefox,110.0,hxxps://bybit--llogin.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/164f6990a4914cb676da05c0ffc0fb5239bc8cca?auth_token=c489b76f9b9014c641d2be9703f7a6ee6fb810e6304a1a8052ec78c680ca9587,,2024-11-19 20:26:42:827
,Windows,11,firefox,110.0,hxxps://homemetamaskextorgc.webflow.io/,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/164f6990a4914cb676da05c0ffc0fb5239bc8cca?auth_token=c489b76f9b9014c641d2be9703f7a6ee6fb810e6304a1a8052ec78c680ca9587,,2024-11-19 20:26:44:774
,Windows,11,firefox,110.0,hxxps://io-ddesktop-ledggerliv.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/164f6990a4914cb676da05c0ffc0fb5239bc8cca?auth_token=c489b76f9b9014c641d2be9703f7a6ee6fb810e6304a1a8052ec78c680ca9587,,2024-11-19 20:26:46:105
,Windows,11,firefox,110.0,hxxps://layout-metamask-ext.webflow.io/,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/164f6990a4914cb676da05c0ffc0fb5239bc8cca?auth_token=c489b76f9b9014c641d2be9703f7a6ee6fb810e6304a1a8052ec78c680ca9587,,2024-11-19 20:26:47:464
,Windows,11,edge,128.0,hxxps://docs.google.com/presentation/d/e/2PACX-1vQsd6Xnh_IU_K57GHcIHF6gIi30qS96eX5m1iVLkinx2W_kdOOKlhUprxHXDLv-x2S8jbyAGgyQX2d0/pub?start=false&amp;loop=false&amp;delayms=3000,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/50dc843044f1ff3406a451832a8fc018e879b9aa?auth_token=6588dd00560a9fd53571f38e189d3db62806238b60e4ae7cdcc337c808d48656,,2024-11-19 20:25:39:843
,Windows,11,edge,128.0,hxxps://login-wise.aonenutrition.com/profile/en/,1,Microsoft Edge (1): This site has been reported as unsafe,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/50dc843044f1ff3406a451832a8fc018e879b9aa?auth_token=6588dd00560a9fd53571f38e189d3db62806238b60e4ae7cdcc337c808d48656,,2024-11-19 20:25:43:920
,Windows,11,edge,128.0,hxxps://shop.naturacenter.es/wise,1,Microsoft Edge (1): This site has been reported as unsafe,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/50dc843044f1ff3406a451832a8fc018e879b9aa?auth_token=6588dd00560a9fd53571f38e189d3db62806238b60e4ae7cdcc337c808d48656,,2024-11-19 20:25:46:306
,Windows,11,edge,128.0,hxxps://oolx.29415065.xyz/bye5n56j/VQgywL/8,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/50dc843044f1ff3406a451832a8fc018e879b9aa?auth_token=6588dd00560a9fd53571f38e189d3db62806238b60e4ae7cdcc337c808d48656,,2024-11-19 20:25:47:339
,Windows,11,edge,128.0,hxxps://accountid20242.wpenginepowered.com/user/login/,1,Microsoft Edge (1): This site has been reported as unsafe,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/50dc843044f1ff3406a451832a8fc018e879b9aa?auth_token=6588dd00560a9fd53571f38e189d3db62806238b60e4ae7cdcc337c808d48656,,2024-11-19 20:25:49:50
,Windows,11,edge,128.0,hxxps://allegrolokalnie.pl-prywatna-oferta-id43232.buzz/Ke-n-DPwPGIQFPdH2WO_Btz4kWqmqTZrLt6lRG5_A6zbftX-sfLzlP3lP7eLBw4nN6eiUjPtY6YxVbTxzewOyw==,-1,Cloudflare SSL Handshake (1): SSL handshake failed,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/50dc843044f1ff3406a451832a8fc018e879b9aa?auth_token=6588dd00560a9fd53571f38e189d3db62806238b60e4ae7cdcc337c808d48656,,2024-11-19 20:25:50:291
,Windows,11,edge,128.0,hxxps://bybit--llogin.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/50dc843044f1ff3406a451832a8fc018e879b9aa?auth_token=6588dd00560a9fd53571f38e189d3db62806238b60e4ae7cdcc337c808d48656,,2024-11-19 20:25:52:137
,Windows,11,edge,128.0,hxxps://homemetamaskextorgc.webflow.io/,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/50dc843044f1ff3406a451832a8fc018e879b9aa?auth_token=6588dd00560a9fd53571f38e189d3db62806238b60e4ae7cdcc337c808d48656,,2024-11-19 20:25:53:342
,Windows,11,edge,128.0,hxxps://io-ddesktop-ledggerliv.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/50dc843044f1ff3406a451832a8fc018e879b9aa?auth_token=6588dd00560a9fd53571f38e189d3db62806238b60e4ae7cdcc337c808d48656,,2024-11-19 20:25:54:651
,Windows,11,edge,128.0,hxxps://layout-metamask-ext.webflow.io/,-1,Cisco Umbrella Blocked: This site is blocked due to a phishing threat.,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/50dc843044f1ff3406a451832a8fc018e879b9aa?auth_token=6588dd00560a9fd53571f38e189d3db62806238b60e4ae7cdcc337c808d48656,,2024-11-19 20:25:56:605
,Windows,11,edge,126.0,hxxps://docs.google.com/presentation/d/e/2PACX-1vQsd6Xnh_IU_K57GHcIHF6gIi30qS96eX5m1iVLkinx2W_kdOOKlhUprxHXDLv-x2S8jbyAGgyQX2d0/pub?start=false&amp;loop=false&amp;delayms=3000,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/6ebed2a33e42c41aa938c81719c35f589d102894?auth_token=5ecca38c2290f13273cd9b5952b672d2db057e6cb222be4d27703d1cf025fcd7,,2024-11-19 20:25:7:422
,Windows,11,edge,126.0,hxxps://login-wise.aonenutrition.com/profile/en/,1,Microsoft Edge (1): This site has been reported as unsafe,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/6ebed2a33e42c41aa938c81719c35f589d102894?auth_token=5ecca38c2290f13273cd9b5952b672d2db057e6cb222be4d27703d1cf025fcd7,,2024-11-19 20:25:11:555
,Windows,11,edge,126.0,hxxps://shop.naturacenter.es/wise,1,Microsoft Edge (1): This site has been reported as unsafe,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/6ebed2a33e42c41aa938c81719c35f589d102894?auth_token=5ecca38c2290f13273cd9b5952b672d2db057e6cb222be4d27703d1cf025fcd7,,2024-11-19 20:25:14:334
,Windows,11,edge,126.0,hxxps://oolx.29415065.xyz/bye5n56j/VQgywL/8,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/6ebed2a33e42c41aa938c81719c35f589d102894?auth_token=5ecca38c2290f13273cd9b5952b672d2db057e6cb222be4d27703d1cf025fcd7,,2024-11-19 20:25:15:635
,Windows,11,edge,126.0,hxxps://accountid20242.wpenginepowered.com/user/login/,1,Microsoft Edge (1): This site has been reported as unsafe,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/6ebed2a33e42c41aa938c81719c35f589d102894?auth_token=5ecca38c2290f13273cd9b5952b672d2db057e6cb222be4d27703d1cf025fcd7,,2024-11-19 20:25:17:244
,Windows,11,edge,126.0,hxxps://allegrolokalnie.pl-prywatna-oferta-id43232.buzz/Ke-n-DPwPGIQFPdH2WO_Btz4kWqmqTZrLt6lRG5_A6zbftX-sfLzlP3lP7eLBw4nN6eiUjPtY6YxVbTxzewOyw==,-1,Cloudflare SSL Handshake (1): SSL handshake failed,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/6ebed2a33e42c41aa938c81719c35f589d102894?auth_token=5ecca38c2290f13273cd9b5952b672d2db057e6cb222be4d27703d1cf025fcd7,,2024-11-19 20:25:18:457
,Windows,11,edge,126.0,hxxps://bybit--llogin.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/6ebed2a33e42c41aa938c81719c35f589d102894?auth_token=5ecca38c2290f13273cd9b5952b672d2db057e6cb222be4d27703d1cf025fcd7,,2024-11-19 20:25:20:631
,Windows,11,edge,126.0,hxxps://homemetamaskextorgc.webflow.io/,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/6ebed2a33e42c41aa938c81719c35f589d102894?auth_token=5ecca38c2290f13273cd9b5952b672d2db057e6cb222be4d27703d1cf025fcd7,,2024-11-19 20:25:22:155
,Windows,11,edge,126.0,hxxps://io-ddesktop-ledggerliv.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/6ebed2a33e42c41aa938c81719c35f589d102894?auth_token=5ecca38c2290f13273cd9b5952b672d2db057e6cb222be4d27703d1cf025fcd7,,2024-11-19 20:25:23:569
,Windows,11,edge,126.0,hxxps://layout-metamask-ext.webflow.io/,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/6ebed2a33e42c41aa938c81719c35f589d102894?auth_token=5ecca38c2290f13273cd9b5952b672d2db057e6cb222be4d27703d1cf025fcd7,,2024-11-19 20:25:24:879
,Windows,11,firefox,109.0,hxxps://docs.google.com/presentation/d/e/2PACX-1vQsd6Xnh_IU_K57GHcIHF6gIi30qS96eX5m1iVLkinx2W_kdOOKlhUprxHXDLv-x2S8jbyAGgyQX2d0/pub?start=false&amp;loop=false&amp;delayms=3000,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/aaef74e93b4f187456b1896950a858d6c8a37893?auth_token=0068ee47aa84c3faae6193a342d510bc0380d8a1855f53418ff00b1317bfef00,,2024-11-19 20:23:26:162
,Windows,11,firefox,109.0,hxxps://login-wise.aonenutrition.com/profile/en/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/aaef74e93b4f187456b1896950a858d6c8a37893?auth_token=0068ee47aa84c3faae6193a342d510bc0380d8a1855f53418ff00b1317bfef00,,2024-11-19 20:23:30:641
,Windows,11,firefox,109.0,hxxps://shop.naturacenter.es/wise,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/aaef74e93b4f187456b1896950a858d6c8a37893?auth_token=0068ee47aa84c3faae6193a342d510bc0380d8a1855f53418ff00b1317bfef00,,2024-11-19 20:23:37:630
,Windows,11,firefox,109.0,hxxps://oolx.29415065.xyz/bye5n56j/VQgywL/8,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/aaef74e93b4f187456b1896950a858d6c8a37893?auth_token=0068ee47aa84c3faae6193a342d510bc0380d8a1855f53418ff00b1317bfef00,,2024-11-19 20:23:40:201
,Windows,11,firefox,109.0,hxxps://accountid20242.wpenginepowered.com/user/login/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/aaef74e93b4f187456b1896950a858d6c8a37893?auth_token=0068ee47aa84c3faae6193a342d510bc0380d8a1855f53418ff00b1317bfef00,,2024-11-19 20:23:42:223
,Windows,11,firefox,109.0,hxxps://allegrolokalnie.pl-prywatna-oferta-id43232.buzz/Ke-n-DPwPGIQFPdH2WO_Btz4kWqmqTZrLt6lRG5_A6zbftX-sfLzlP3lP7eLBw4nN6eiUjPtY6YxVbTxzewOyw==,-1,Cloudflare SSL Handshake (1): SSL handshake failed,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/aaef74e93b4f187456b1896950a858d6c8a37893?auth_token=0068ee47aa84c3faae6193a342d510bc0380d8a1855f53418ff00b1317bfef00,,2024-11-19 20:23:44:444
,Windows,11,firefox,109.0,hxxps://bybit--llogin.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/aaef74e93b4f187456b1896950a858d6c8a37893?auth_token=0068ee47aa84c3faae6193a342d510bc0380d8a1855f53418ff00b1317bfef00,,2024-11-19 20:23:46:376
,Windows,11,firefox,109.0,hxxps://homemetamaskextorgc.webflow.io/,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/aaef74e93b4f187456b1896950a858d6c8a37893?auth_token=0068ee47aa84c3faae6193a342d510bc0380d8a1855f53418ff00b1317bfef00,,2024-11-19 20:23:48:461
,Windows,11,firefox,109.0,hxxps://io-ddesktop-ledggerliv.webflow.io/,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/aaef74e93b4f187456b1896950a858d6c8a37893?auth_token=0068ee47aa84c3faae6193a342d510bc0380d8a1855f53418ff00b1317bfef00,,2024-11-19 20:23:49:771
,Windows,11,firefox,109.0,hxxps://layout-metamask-ext.webflow.io/,-1,Generic Not Found (1): Page not found,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/aaef74e93b4f187456b1896950a858d6c8a37893?auth_token=0068ee47aa84c3faae6193a342d510bc0380d8a1855f53418ff00b1317bfef00,,2024-11-19 20:23:51:194
,Windows,11,firefox,111.0,hxxps://docs.google.com/presentation/d/e/2PACX-1vQsd6Xnh_IU_K57GHcIHF6gIi30qS96eX5m1iVLkinx2W_kdOOKlhUprxHXDLv-x2S8jbyAGgyQX2d0/pub?start=false&amp;loop=false&amp;delayms=3000,0,Page allowed; not blocked,https://automate.browserstack.com/builds/7dcc24d235daa007fa228346249f87553ffa60b5/sessions/cd6c2c829c38f3714bef9fff95b3f0e8df97e892?auth_token=8336090406ee9f01ab3799f45323d991246d47af9182956ebf28af98d5131ee7,,2024-11-19 20:24:17:13
